,id,date,employee,action,frame,seconds
1670,2926,2022-05-26 16:11:21,3,2.0,101171.0,4046.84
1671,2927,2022-05-26 16:18:47,3,12.0,101541.0,4061.64
1672,2928,2022-05-26 16:19:05,3,5.0,101992.0,4079.68
1673,2929,2022-05-26 16:22:07,5,15.0,102261.0,4090.44
1674,2930,2022-05-26 16:22:08,5,4.0,102286.0,4091.44
1675,2931,2022-05-26 16:22:26,5,14.0,102536.0,4101.44
1676,2932,2022-05-26 16:22:47,5,9.0,103061.0,4122.44
1677,2933,2022-05-26 16:22:52,3,15.0,103186.0,4127.44
1678,2934,2022-05-26 16:22:55,2,14.0,103261.0,4130.44
1679,2935,2022-05-26 16:23:00,5,19.0,103386.0,4135.44
1680,2936,2022-05-26 16:23:21,2,5.0,103911.0,4156.44
1681,2937,2022-05-26 16:23:26,5,5.0,104036.0,4161.44
1682,2938,2022-05-26 16:23:28,3,2.0,104086.0,4163.44
1683,2939,2022-05-26 16:25:09,2,15.0,104431.0,4177.24
1684,2940,2022-05-26 16:25:10,10,15.0,104456.0,4178.24
1685,2941,2022-05-26 16:25:13,10,15.0,104531.0,4181.24
1686,2942,2022-05-26 16:25:14,5,15.0,104556.0,4182.24
1687,2943,2022-05-26 16:25:19,10,15.0,104681.0,4187.24
1688,2944,2022-05-26 16:25:25,8,15.0,104831.0,4193.24
1689,2945,2022-05-26 16:25:31,10,2.0,104981.0,4199.24
1690,2946,2022-05-26 16:25:32,5,4.0,105006.0,4200.24
1691,2947,2022-05-26 16:25:40,10,2.0,105206.0,4208.24
1692,2948,2022-05-26 16:25:42,10,2.0,105256.0,4210.24
1693,2949,2022-05-26 16:25:44,8,2.0,105306.0,4212.24
1694,2950,2022-05-26 16:25:54,5,14.0,105556.0,4222.24
1695,2951,2022-05-26 16:25:56,2,14.0,105606.0,4224.24
1696,2952,2022-05-26 16:26:00,5,5.0,105706.0,4228.24
1697,2953,2022-05-26 16:26:01,5,15.0,105731.0,4229.24
1698,2954,2022-05-26 16:26:12,2,5.0,106007.0,4240.28
1699,2955,2022-05-26 16:26:15,5,5.0,106081.0,4243.24
1700,2956,2022-05-26 16:26:30,10,12.0,106337.0,4253.48
1701,2957,2022-05-26 16:26:41,10,5.0,106611.0,4264.44
1702,2958,2022-05-26 16:27:39,10,15.0,106821.0,4272.84
1703,2959,2022-05-26 16:27:51,10,2.0,107121.0,4284.84
1704,2960,2022-05-26 16:30:51,3,12.0,107421.0,4296.84
1705,2961,2022-05-26 16:31:03,3,5.0,107721.0,4308.84
1706,2962,2022-05-26 16:32:37,3,15.0,107971.0,4318.84
1707,2963,2022-05-26 16:32:48,3,2.0,108246.0,4329.84
1708,2964,2022-05-26 16:39:47,5,15.0,108881.0,4355.24
1709,2965,2022-05-26 16:39:54,5,4.0,109056.0,4362.24
1710,2966,2022-05-26 16:40:30,5,14.0,109356.0,4374.24
1711,2967,2022-05-26 16:40:36,5,5.0,109506.0,4380.24
1712,2968,2022-05-26 16:44:09,2,15.0,109731.0,4389.24
1713,2969,2022-05-26 16:44:13,5,15.0,109831.0,4393.24
1714,2970,2022-05-26 16:44:24,2,4.0,110106.0,4404.24
1715,2971,2022-05-26 16:44:26,5,4.0,110156.0,4406.24
1716,2972,2022-05-26 16:46:03,10,15.0,110301.0,4412.04
1717,2973,2022-05-26 16:46:29,5,14.0,110651.0,4426.04
1718,2974,2022-05-26 16:46:30,5,5.0,110676.0,4427.04
1719,2975,2022-05-26 16:46:31,10,5.0,110701.0,4428.04
1720,2976,2022-05-26 16:47:13,2,14.0,110971.0,4438.84
1721,2977,2022-05-26 16:47:21,2,5.0,111171.0,4446.84
1722,2978,2022-05-26 16:47:34,5,15.0,111396.0,4455.84
1723,2979,2022-05-26 16:47:57,5,14.0,111672.0,4466.88
1724,2980,2022-05-26 16:48:07,5,5.0,111922.0,4476.88
1725,2981,2022-05-26 16:50:34,5,15.0,112177.0,4487.08
1726,2982,2022-05-26 16:50:40,5,4.0,112327.0,4493.08
1727,2983,2022-05-26 16:53:01,2,15.0,112692.0,4507.68
1728,2984,2022-05-26 16:53:04,2,4.0,112767.0,4510.68
1729,2985,2022-05-26 16:53:22,5,14.0,112956.0,4518.24
1730,2986,2022-05-26 16:53:24,5,5.0,113006.0,4520.24
1731,2987,2022-05-26 16:53:32,2,14.0,113206.0,4528.24
1732,2988,2022-05-26 16:54:00,2,2.0,113906.0,4556.24
1733,2989,2022-05-26 16:54:26,2,12.0,114556.0,4582.24
1734,2990,2022-05-26 16:54:41,2,5.0,114931.0,4597.24
1735,2991,2022-05-26 16:58:06,8,12.0,115216.0,4608.64
1736,2992,2022-05-26 16:58:14,8,3.0,115416.0,4616.64
1737,2993,2022-05-26 16:58:21,8,13.0,115591.0,4623.64
1738,2994,2022-05-26 16:58:26,8,2.0,115716.0,4628.64
1739,2995,2022-05-26 17:04:53,2,15.0,116472.0,4658.88
1740,2996,2022-05-26 17:05:05,5,15.0,116712.0,4668.48
1741,2997,2022-05-26 17:05:07,2,4.0,116762.0,4670.48
1742,2998,2022-05-26 17:05:09,5,4.0,116811.0,4672.44
1743,2999,2022-05-26 17:06:32,10,15.0,117106.0,4684.24
1744,3000,2022-05-26 17:06:34,10,4.0,117156.0,4686.24
1745,3001,2022-05-26 17:07:03,2,14.0,117401.0,4696.04
1746,3002,2022-05-26 17:07:18,2,9.0,117777.0,4711.08
1747,3003,2022-05-26 17:07:26,2,19.0,117977.0,4719.08
1748,3004,2022-05-26 17:07:47,2,4.0,118501.0,4740.04
1749,3005,2022-05-26 17:08:24,2,14.0,118746.0,4749.84
1750,3006,2022-05-26 17:08:26,2,5.0,118796.0,4751.84
1751,3007,2022-05-26 17:13:02,2,15.0,119156.0,4766.24
1752,3008,2022-05-26 17:13:03,2,4.0,119181.0,4767.24
1753,3009,2022-05-26 17:14:59,5,14.0,119421.0,4776.84
1754,3010,2022-05-26 17:15:12,5,2.0,119746.0,4789.84
1755,3011,2022-05-26 17:15:18,5,12.0,119896.0,4795.84
1756,3012,2022-05-26 17:15:33,5,4.0,120271.0,4810.84
1757,3013,2022-05-26 17:23:03,10,14.0,120501.0,4820.04
1758,3014,2022-05-26 17:23:17,10,2.0,120851.0,4834.04
1759,3015,2022-05-26 17:23:53,10,12.0,121391.0,4855.64
1760,3016,2022-05-26 17:24:14,10,5.0,121917.0,4876.68
1761,3017,2022-05-26 17:24:20,10,15.0,122067.0,4882.68
1762,3018,2022-05-26 17:24:23,10,4.0,122142.0,4885.68
1763,3019,2022-05-26 17:24:43,10,14.0,122341.0,4893.64
1764,3020,2022-05-26 17:24:45,10,5.0,122391.0,4895.64
1765,3021,2022-05-26 17:28:19,2,14.0,122641.0,4905.64
1766,3022,2022-05-26 17:28:20,2,5.0,122666.0,4906.64
1767,3023,2022-05-26 17:31:21,2,15.0,122991.0,4919.64
1768,3024,2022-05-26 17:31:23,2,4.0,123041.0,4921.64
1769,3025,2022-05-26 17:31:41,10,15.0,123250.0,4930.0
1770,3026,2022-05-26 17:31:43,10,15.0,123300.0,4932.0
1771,3027,2022-05-26 17:32:07,2,14.0,123900.0,4956.0
1772,3028,2022-05-26 17:32:18,2,4.0,124175.0,4967.0
1773,3029,2022-05-26 17:32:24,2,14.0,124325.0,4973.0
1774,3030,2022-05-26 17:32:59,2,9.0,125200.0,5008.0
1775,3031,2022-05-26 17:33:00,10,9.0,125225.0,5009.0
1776,3032,2022-05-26 17:33:02,10,9.0,125275.0,5011.0
1777,3033,2022-05-26 17:33:20,10,19.0,125725.0,5029.0
1778,3034,2022-05-26 17:33:21,10,19.0,125750.0,5030.0
1779,3035,2022-05-26 17:33:23,2,19.0,125800.0,5032.0
1780,3036,2022-05-26 17:33:43,2,2.0,126301.0,5052.04
1781,3037,2022-05-26 17:33:45,10,2.0,126351.0,5054.04
1782,3038,2022-05-26 17:33:46,10,2.0,126376.0,5055.04
1783,3039,2022-05-26 17:35:01,2,12.0,126950.0,5078.0
1784,3040,2022-05-26 17:35:14,2,4.0,127275.0,5091.0
1785,3041,2022-05-26 17:35:41,5,14.0,127610.0,5104.4
1786,3042,2022-05-26 17:36:07,5,2.0,128261.0,5130.44
1787,3043,2022-05-26 17:36:34,10,12.0,128515.0,5140.6
1788,3044,2022-05-26 17:36:45,10,5.0,128790.0,5151.6
1789,3045,2022-05-26 17:41:21,10,15.0,129050.0,5162.0
1790,3046,2022-05-26 17:41:23,10,4.0,129100.0,5164.0
1791,3047,2022-05-26 17:44:39,10,14.0,129320.0,5172.8
1792,3048,2022-05-26 17:44:40,10,5.0,129345.0,5173.8
1793,3049,2022-05-26 17:47:57,3,12.0,129610.0,5184.4
1794,3050,2022-05-26 17:48:00,10,15.0,129685.0,5187.4
1795,3051,2022-05-26 17:48:02,10,4.0,129735.0,5189.4
1796,3052,2022-05-26 17:48:10,3,5.0,129936.0,5197.44
1797,3053,2022-05-26 17:48:48,10,14.0,130185.0,5207.4
1798,3054,2022-05-26 17:48:51,10,5.0,130260.0,5210.4
1799,3055,2022-05-26 17:49:04,2,5.0,130485.0,5219.4
1800,3056,2022-05-26 17:50:07,3,15.0,130700.0,5228.0
1801,3057,2022-05-26 17:50:14,3,3.0,130875.0,5235.0
1802,3058,2022-05-26 17:51:37,3,13.0,131530.0,5261.2
1803,3059,2022-05-26 17:51:46,3,2.0,131755.0,5270.2
1804,3060,2022-05-26 17:52:15,2,15.0,131940.0,5277.6
1805,3061,2022-05-26 17:52:15,11,15.0,131940.0,5277.6
1806,3062,2022-05-26 17:52:21,2,4.0,132090.0,5283.6
1807,3063,2022-05-26 17:53:16,11,9.0,133086.0,5323.44
1808,3064,2022-05-26 17:53:17,2,9.0,133110.0,5324.4
1809,3065,2022-05-26 17:56:54,2,19.0,133975.0,5359.0
1810,3066,2022-05-26 17:56:56,2,2.0,134025.0,5361.0
1811,3067,2022-05-26 17:57:16,3,12.0,134325.0,5373.0
1812,3068,2022-05-26 17:57:29,3,5.0,134650.0,5386.0
1813,3069,2022-05-26 17:57:48,2,12.0,134926.0,5397.04
1814,3070,2022-05-26 17:58:07,2,5.0,135400.0,5416.0
1815,3071,2022-05-26 17:58:18,2,15.0,135675.0,5427.0
1816,3072,2022-05-26 17:58:35,2,4.0,136100.0,5444.0
1817,3073,2022-05-26 17:58:54,11,19.0,136395.0,5455.8
1818,3074,2022-05-26 17:59:26,3,15.0,137195.0,5487.8
1819,3075,2022-05-26 17:59:38,3,2.0,137495.0,5499.8
1820,3076,2022-05-26 17:59:41,11,5.0,137570.0,5502.8
1821,3077,2022-05-26 18:00:01,2,14.0,138070.0,5522.8
1822,3078,2022-05-26 18:02:30,2,15.0,138295.0,5531.8
1823,3079,2022-05-26 18:02:31,2,4.0,138320.0,5532.8
1824,3080,2022-05-26 18:05:32,10,12.0,138625.0,5545.0
1825,3081,2022-05-26 18:05:56,10,2.0,139225.0,5569.0
1826,3082,2022-05-26 18:06:41,10,12.0,139550.0,5582.0
1827,3083,2022-05-26 18:06:44,10,2.0,139625.0,5585.0
1828,3084,2022-05-26 18:06:54,10,12.0,139875.0,5595.0
1829,3085,2022-05-26 18:07:10,10,5.0,140275.0,5611.0
1830,3086,2022-05-26 18:07:35,2,14.0,140521.0,5620.84
1831,3087,2022-05-26 18:07:48,2,2.0,140845.0,5633.8
1832,3088,2022-05-26 18:08:22,2,12.0,141215.0,5648.6
1833,3089,2022-05-26 18:08:28,2,9.0,141365.0,5654.6
1834,3090,2022-05-26 18:08:45,10,12.0,141670.0,5666.8
1835,3091,2022-05-26 18:08:50,2,19.0,141795.0,5671.8
1836,3092,2022-05-26 18:08:53,10,3.0,141870.0,5674.8
1837,3093,2022-05-26 18:09:13,2,4.0,142370.0,5694.8
1838,3094,2022-05-26 18:09:39,10,13.0,142740.0,5709.6
1839,3095,2022-05-26 18:09:46,10,2.0,142916.0,5716.64
1840,3096,2022-05-26 18:11:43,5,12.0,143820.0,5752.8
1841,3097,2022-05-26 18:11:44,10,12.0,143845.0,5753.8
1842,3098,2022-05-26 18:11:46,10,12.0,143895.0,5755.8
1843,3099,2022-05-26 18:11:56,5,4.0,144145.0,5765.8
1844,3100,2022-05-26 18:11:59,10,4.0,144220.0,5768.8
1845,3101,2022-05-26 18:12:02,10,4.0,144295.0,5771.8
1846,3102,2022-05-26 18:12:30,10,14.0,144516.0,5780.64
1847,3103,2022-05-26 18:12:32,10,14.0,144566.0,5782.64
1848,3104,2022-05-26 18:14:11,10,14.0,145080.0,5803.2
1849,3105,2022-05-26 18:14:12,10,14.0,145105.0,5804.2
1850,3106,2022-05-26 18:14:12,10,5.0,145105.0,5804.2
1851,3107,2022-05-26 18:14:14,10,5.0,145155.0,5806.2
1852,3108,2022-05-26 18:31:08,11,15.0,145345.0,5813.8
1853,3109,2022-05-26 18:31:10,10,15.0,145395.0,5815.8
1854,3110,2022-05-26 18:31:11,11,4.0,145420.0,5816.8
1855,3111,2022-05-26 18:31:14,10,4.0,145495.0,5819.8
1856,3112,2022-05-26 18:32:17,5,14.0,145722.0,5828.88
1857,3113,2022-05-26 18:32:25,11,14.0,145922.0,5836.88
1858,3114,2022-05-26 18:32:30,5,2.0,146047.0,5841.88
1859,3115,2022-05-26 18:32:33,10,14.0,146122.0,5844.88
1860,3116,2022-05-26 18:32:50,11,2.0,146547.0,5861.88
1861,3117,2022-05-26 18:32:52,10,2.0,146597.0,5863.88
1862,3118,2022-05-26 18:49:27,2,14.0,146832.0,5873.28
1863,3119,2022-05-26 18:49:34,2,3.0,147007.0,5880.28
1864,3120,2022-05-26 18:50:21,2,13.0,147442.0,5897.68
1865,3121,2022-05-26 18:50:28,2,4.0,147617.0,5904.68
1866,3122,2022-05-26 18:55:05,2,14.0,147842.0,5913.68
1867,3123,2022-05-26 18:55:16,2,2.0,148117.0,5924.68
1868,3124,2022-05-26 18:56:15,3,12.0,148352.0,5934.08
1869,3125,2022-05-26 18:56:17,2,12.0,148402.0,5936.08
1870,3126,2022-05-26 18:56:22,10,12.0,148527.0,5941.08
1871,3127,2022-05-26 18:56:23,8,12.0,148552.0,5942.08
1872,3128,2022-05-26 18:56:32,2,4.0,148777.0,5951.08
1873,3129,2022-05-26 18:56:33,3,5.0,148802.0,5952.08
1874,3130,2022-05-26 18:56:38,10,5.0,148927.0,5957.08
1875,3131,2022-05-26 18:56:40,8,5.0,148977.0,5959.08
1876,3132,2022-05-26 18:57:39,2,14.0,149161.0,5966.44
1877,3133,2022-05-26 18:57:50,2,5.0,149427.0,5977.08
1878,3134,2022-05-26 18:59:46,3,15.0,149667.0,5986.68
1879,3135,2022-05-26 18:59:57,3,2.0,149942.0,5997.68
1880,3136,2022-05-26 19:00:34,10,15.0,150248.0,6009.92
1881,3137,2022-05-26 19:00:36,10,15.0,150298.0,6011.92
1882,3138,2022-05-26 19:00:37,10,15.0,150323.0,6012.92
1883,3139,2022-05-26 19:00:39,8,15.0,150373.0,6014.92
1884,3140,2022-05-26 19:00:48,10,2.0,150597.0,6023.88
1885,3141,2022-05-26 19:00:49,10,2.0,150622.0,6024.88
1886,3142,2022-05-26 19:00:51,10,2.0,150672.0,6026.88
1887,3143,2022-05-26 19:00:52,8,2.0,150697.0,6027.88
1888,3144,2022-05-26 19:09:00,10,12.0,151077.0,6043.08
1889,3145,2022-05-26 19:09:13,10,5.0,151402.0,6056.08
1890,3146,2022-05-26 19:10:46,10,15.0,151627.0,6065.08
1891,3147,2022-05-26 19:11:19,10,5.0,152452.0,6098.08
1892,3148,2022-05-26 19:11:40,10,15.0,152677.0,6107.08
1893,3149,2022-05-26 19:11:56,10,2.0,153077.0,6123.08
1894,3150,2022-05-26 19:12:23,5,12.0,153412.0,6136.48
1895,3151,2022-05-26 19:12:25,10,12.0,153463.0,6138.52
1896,3152,2022-05-26 19:12:27,11,12.0,153513.0,6140.52
1897,3153,2022-05-26 19:12:45,5,4.0,153962.0,6158.48
1898,3154,2022-05-26 19:12:47,10,4.0,154012.0,6160.48
1899,3155,2022-05-26 19:12:49,11,4.0,154062.0,6162.48
1900,3156,2022-05-26 19:14:54,10,14.0,154268.0,6170.72
1901,3157,2022-05-26 19:14:56,11,14.0,154318.0,6172.72
1902,3158,2022-05-26 19:14:56,10,5.0,154318.0,6172.72
1903,3159,2022-05-26 19:14:58,11,5.0,154368.0,6174.72
1904,3160,2022-05-26 19:16:31,5,14.0,154572.0,6182.88
1905,3161,2022-05-26 19:16:37,5,4.0,154722.0,6188.88
1906,3162,2022-05-26 19:16:45,5,14.0,154843.0,6193.72
1907,3163,2022-05-26 19:17:08,5,2.0,155417.0,6216.68
1908,3164,2022-05-26 19:19:10,5,12.0,155787.0,6231.48
1909,3165,2022-05-26 19:19:25,5,2.0,156162.0,6246.48
1910,3166,2022-05-26 19:29:40,8,12.0,156577.0,6263.08
1911,3167,2022-05-26 19:29:48,8,3.0,156777.0,6271.08
1912,3168,2022-05-26 19:30:42,8,13.0,157327.0,6293.08
1913,3169,2022-05-26 19:30:49,8,2.0,157502.0,6300.08
1914,3170,2022-05-26 19:41:37,10,12.0,157843.0,6313.72
1915,3171,2022-05-26 19:41:46,10,2.0,158067.0,6322.68
1916,3172,2022-05-26 19:44:17,3,12.0,158402.0,6336.08
1917,3173,2022-05-26 19:44:19,3,2.0,158452.0,6338.08
1918,3174,2022-05-26 19:44:34,3,12.0,158827.0,6353.08
1919,3175,2022-05-26 19:44:46,3,5.0,159127.0,6365.08
1920,3176,2022-05-26 19:47:11,3,15.0,159852.0,6394.08
1921,3177,2022-05-26 19:47:17,3,3.0,160002.0,6400.08
1922,3178,2022-05-26 19:48:15,3,13.0,160232.0,6409.28
1923,3179,2022-05-26 19:48:24,3,2.0,160457.0,6418.28
1924,3180,2022-05-26 20:11:31,5,12.0,161172.0,6446.88
1925,3181,2022-05-26 20:12:29,10,15.0,161903.0,6476.12
1926,3182,2022-05-26 20:12:31,10,4.0,161952.0,6478.08
1927,3183,2022-05-26 20:12:31,10,15.0,161952.0,6478.08
1928,3184,2022-05-26 20:12:34,10,4.0,162027.0,6481.08
1929,3185,2022-05-26 20:12:39,10,14.0,162153.0,6486.12
1930,3186,2022-05-26 20:15:30,10,14.0,163207.0,6528.28
1931,3187,2022-05-26 20:18:10,10,4.0,164587.0,6583.48
1932,3188,2022-05-26 20:19:43,10,12.0,165037.0,6601.48
1933,3189,2022-05-26 20:19:43,10,14.0,165037.0,6601.48
1934,3190,2022-05-26 20:19:45,10,14.0,164963.0,6598.52
1935,3191,2022-05-26 20:19:47,10,5.0,165012.0,6600.48
1936,3192,2022-05-26 20:19:48,10,5.0,165038.0,6601.52
1937,3193,2022-05-26 20:19:59,10,4.0,165313.0,6612.52
1938,3194,2022-05-26 20:20:36,10,14.0,165497.0,6619.88
1939,3195,2022-05-26 20:20:38,10,5.0,165547.0,6621.88
1940,3196,2022-05-26 20:20:40,10,15.0,165597.0,6623.88
1941,3197,2022-05-26 20:20:48,10,5.0,165797.0,6631.88
1942,3198,2022-05-26 20:20:50,5,14.0,165847.0,6633.88
1943,3199,2022-05-26 20:20:50,5,4.0,165847.0,6633.88
1944,3200,2022-05-26 20:20:54,5,14.0,165947.0,6637.88
1945,3201,2022-05-26 20:21:03,5,5.0,166072.0,6642.88
1946,3202,2022-05-26 20:21:09,10,12.0,166222.0,6648.88
1947,3203,2022-05-26 20:21:18,10,3.0,166447.0,6657.88
1948,3204,2022-05-26 20:21:23,10,12.0,166572.0,6662.88
1949,3205,2022-05-26 20:21:59,10,2.0,167472.0,6698.88
1950,3206,2022-05-26 20:22:33,10,13.0,167783.0,6711.32
1951,3207,2022-05-26 20:22:41,10,2.0,167982.0,6719.28
1952,3208,2022-05-26 20:22:56,10,12.0,168257.0,6730.28
1953,3209,2022-05-26 20:22:59,8,12.0,168332.0,6733.28
1954,3210,2022-05-26 20:23:04,8,2.0,168457.0,6738.28
1955,3211,2022-05-26 20:23:27,8,12.0,168832.0,6753.28
1956,3212,2022-05-26 20:23:29,10,12.0,168882.0,6755.28
1957,3213,2022-05-26 20:23:56,8,2.0,169557.0,6782.28
1958,3214,2022-05-26 20:24:00,8,12.0,169657.0,6786.28
1959,3215,2022-05-26 20:24:34,10,5.0,170507.0,6820.28
1960,3216,2022-05-26 20:25:02,10,15.0,170987.0,6839.48
1961,3217,2022-05-26 20:25:13,8,2.0,171262.0,6850.48
1962,3218,2022-05-26 20:25:14,10,2.0,171287.0,6851.48
1963,3219,2022-05-26 20:25:20,10,12.0,171437.0,6857.48
1964,3220,2022-05-26 20:25:30,10,5.0,171687.0,6867.48
1965,3221,2022-05-26 20:45:12,3,12.0,171895.0,6875.8
1966,3222,2022-05-26 20:45:24,3,5.0,172195.0,6887.8
1967,3223,2022-05-26 20:46:19,3,15.0,0.0,0.0
1968,3224,2022-05-26 20:46:29,3,2.0,172701.0,6908.04
1969,3225,2022-05-26 20:46:33,3,12.0,172801.0,6912.04
1970,3226,2022-05-26 20:46:44,3,5.0,173075.0,6923.0
1971,3227,2022-05-26 20:49:06,3,15.0,173325.0,6933.0
1972,3228,2022-05-26 20:49:17,3,2.0,173600.0,6944.0
1973,3229,2022-05-26 21:09:16,3,12.0,173875.0,6955.0
1974,3230,2022-05-26 21:09:36,3,2.0,174375.0,6975.0
1975,3231,2022-05-26 21:20:46,10,15.0,174685.0,6987.4
1976,3232,2022-05-26 21:20:47,10,15.0,174710.0,6988.4
1977,3233,2022-05-26 21:20:58,10,2.0,174985.0,6999.4
1978,3234,2022-05-26 21:20:59,10,2.0,175010.0,7000.4
1979,3235,2022-05-26 21:29:35,10,15.0,175270.0,7010.8
1980,3236,2022-05-26 21:29:37,10,15.0,175320.0,7012.8
1981,3237,2022-05-26 21:29:38,5,15.0,175346.0,7013.84
1982,3238,2022-05-26 21:29:46,5,4.0,175546.0,7021.84
1983,3239,2022-05-26 21:29:48,10,3.0,175596.0,7023.84
1984,3240,2022-05-26 21:29:50,10,2.0,175646.0,7025.84
1985,3241,2022-05-26 21:30:20,5,14.0,175935.0,7037.4
1986,3242,2022-05-26 21:30:31,5,5.0,176210.0,7048.4
1987,3243,2022-05-26 21:30:49,10,13.0,176480.0,7059.2
1988,3244,2022-05-26 21:30:55,10,2.0,176630.0,7065.2
1989,3245,2022-05-26 21:31:05,10,12.0,176880.0,7075.2
1990,3246,2022-05-26 21:31:26,10,3.0,177405.0,7096.2
1991,3247,2022-05-26 21:32:09,10,13.0,177941.0,7117.64
1992,3248,2022-05-26 21:32:16,10,2.0,178116.0,7124.64
1993,3249,2022-05-26 21:35:20,5,15.0,178315.0,7132.6
1994,3250,2022-05-26 21:35:38,5,4.0,178765.0,7150.6
1995,3251,2022-05-26 21:37:02,10,15.0,178966.0,7158.64
1996,3252,2022-05-26 21:37:04,10,15.0,179016.0,7160.64
1997,3253,2022-05-26 21:37:14,5,14.0,179265.0,7170.6
1998,3254,2022-05-26 21:37:18,10,2.0,179365.0,7174.6
1999,3255,2022-05-26 21:37:19,10,2.0,179390.0,7175.6
2000,3256,2022-05-26 21:37:21,5,4.0,179440.0,7177.6
2001,3257,2022-05-26 21:37:28,10,15.0,179615.0,7184.6
2002,3258,2022-05-26 21:38:16,5,9.0,180535.0,7221.4
2003,3259,2022-05-26 21:38:30,5,19.0,180885.0,7235.4
2004,3260,2022-05-26 21:38:53,5,5.0,181460.0,7258.4
2005,3261,2022-05-26 21:42:59,5,15.0,182050.0,7282.0
2006,3262,2022-05-26 21:43:30,5,4.0,182725.0,7309.0
2007,3263,2022-05-26 21:44:02,10,12.0,183265.0,7330.6
2008,3264,2022-05-26 21:44:18,10,2.0,183666.0,7346.64
2009,3265,2022-05-26 21:46:13,10,12.0,183980.0,7359.2
2010,3266,2022-05-26 21:46:14,10,12.0,184005.0,7360.2
2011,3267,2022-05-26 21:46:32,10,5.0,184456.0,7378.24
2012,3268,2022-05-26 21:46:33,10,5.0,184481.0,7379.24
2013,3269,2022-05-26 21:48:31,5,14.0,184660.0,7386.4
2014,3270,2022-05-26 21:48:32,5,4.0,184685.0,7387.4
2015,3271,2022-05-26 21:49:27,5,14.0,184940.0,7397.6
2016,3272,2022-05-26 21:49:46,5,2.0,185415.0,7416.6
2017,3273,2022-05-26 22:02:20,3,12.0,185725.0,7429.0
2018,3274,2022-05-26 22:02:24,10,12.0,185825.0,7433.0
2019,3275,2022-05-26 22:02:31,10,3.0,186000.0,7440.0
2020,3276,2022-05-26 22:02:35,3,2.0,186100.0,7444.0
2021,3277,2022-05-26 22:02:43,3,12.0,186300.0,7452.0
2022,3278,2022-05-26 22:02:56,3,5.0,186625.0,7465.0
2023,3279,2022-05-26 22:03:40,10,13.0,186886.0,7475.44
2024,3280,2022-05-26 22:03:47,10,2.0,187060.0,7482.4
2025,3281,2022-05-26 22:04:40,3,15.0,187665.0,7506.6
2026,3282,2022-05-26 22:04:47,3,6.0,187840.0,7513.6
2027,3283,2022-05-26 22:05:14,3,16.0,188515.0,7540.6
2028,3284,2022-05-26 22:05:24,3,2.0,188765.0,7550.6
2029,3285,2022-05-26 22:12:02,3,12.0,189135.0,7565.4
2030,3286,2022-05-26 22:12:10,3,6.0,189335.0,7573.4
2031,3287,2022-05-26 22:13:13,3,16.0,190091.0,7603.64
2032,3288,2022-05-26 22:13:23,3,2.0,190340.0,7613.6
2033,3289,2022-05-26 22:13:42,3,12.0,190715.0,7628.6
2034,3290,2022-05-26 22:13:48,3,3.0,190865.0,7634.6
2035,3291,2022-05-26 22:14:52,3,13.0,191205.0,7648.2
2036,3292,2022-05-26 22:14:59,3,2.0,191380.0,7655.2
2037,3293,2022-05-26 22:26:56,3,12.0,191665.0,7666.6
2038,3294,2022-05-26 22:27:08,3,5.0,191965.0,7678.6
2039,3295,2022-05-26 22:29:30,3,15.0,192215.0,7688.6
2040,3296,2022-05-26 22:29:42,3,2.0,192515.0,7700.6
2041,3297,2022-05-26 22:45:30,10,12.0,192755.0,7710.2
2042,3298,2022-05-26 22:45:39,10,3.0,192980.0,7719.2
2043,3299,2022-05-26 22:46:53,10,13.0,193391.0,7735.64
2044,3300,2022-05-26 22:47:39,10,2.0,194100.0,7764.0
2045,3301,2022-05-26 22:47:40,8,12.0,194125.0,7765.0
2046,3302,2022-05-26 22:47:41,3,12.0,194150.0,7766.0
2047,3303,2022-05-26 22:47:50,10,12.0,194375.0,7775.0
2048,3304,2022-05-26 22:47:51,10,12.0,194400.0,7776.0
2049,3305,2022-05-26 22:47:54,10,12.0,194475.0,7779.0
2050,3306,2022-05-26 22:47:59,5,12.0,194600.0,7784.0
2051,3307,2022-05-26 22:48:07,3,5.0,194800.0,7792.0
2052,3308,2022-05-26 22:48:08,10,5.0,194825.0,7793.0
2053,3309,2022-05-26 22:48:10,8,5.0,194875.0,7795.0
2054,3310,2022-05-26 22:48:13,10,5.0,194950.0,7798.0
2055,3311,2022-05-26 22:48:15,10,5.0,195000.0,7800.0
2056,3312,2022-05-26 22:48:17,5,5.0,195050.0,7802.0
2057,3313,2022-05-26 22:48:32,5,15.0,195305.0,7812.2
2058,3314,2022-05-26 22:49:08,5,5.0,195986.0,7839.44
2059,3315,2022-05-26 22:51:22,10,15.0,196195.0,7847.8
2060,3316,2022-05-26 22:51:37,10,2.0,196571.0,7862.84
2061,3317,2022-05-26 22:53:04,8,15.0,196865.0,7874.6
2062,3318,2022-05-26 22:53:05,10,15.0,196890.0,7875.6
2063,3319,2022-05-26 22:53:13,3,15.0,197090.0,7883.6
2064,3320,2022-05-26 22:53:14,8,3.0,197115.0,7884.6
2065,3321,2022-05-26 22:53:19,10,2.0,197240.0,7889.6
2066,3322,2022-05-26 22:53:25,3,2.0,197390.0,7895.6
2067,3323,2022-05-26 22:53:39,10,15.0,197660.0,7906.4
2068,3324,2022-05-26 22:53:42,5,15.0,197735.0,7909.4
